ts,user_id,device
1441685000,53180,api
1441684811,41112,ios
1441688750,37525,ios
1441726709,54973,ios
1441769432,48335,web
1441759622,24117,web
1441694716,15014,ios
1441720420,53731,api
1441717291,57787,web
1441694643,25782,ios
1441753961,16610,api
1441693678,57131,android
1441737799,17466,api
1441686131,57512,android
1441687796,31573,web
1441721022,57743,ios
1441705504,55374,api
1441689545,29094,api
1441725777,16765,web
1441689641,39814,ios
1441729856,33067,api
1441703927,41267,web
1441692111,23297,ios
1441762702,54565,api
1441719426,46467,web
1441720529,45573,api
1441685093,45059,web
1441688088,23837,web
1441731999,31664,android
1441686257,30376,web
1441722221,40319,web
1441690830,57232,api
1441756435,38857,ios
1441746188,32460,web
1441689028,36064,ios
1441717736,25965,mobile_web
1441685783,27434,ios
1441685433,57098,web
1441684899,57394,api
1441726098,48928,mobile_web
1441712080,59170,api
1441768680,23174,ios
1441685368,42320,ios
1441764029,57073,web
1441687805,14688,ios
1441741808,22174,api
1441718268,25050,ios
1441689593,21683,mobile_web
1441687809,20129,api
1441716594,28325,ios
1441740794,48956,api
1441712529,57658,web
1441712499,25671,web
1441718554,37763,ios
1441739644,14882,ios
1441758825,58341,web
1441770652,38737,ios
1441741360,25614,web
1441685001,27462,web
1441723645,46957,web
1441737928,38865,web
1441685902,47094,api
1441694709,17676,web
1441722763,17868,ios
1441727617,19213,mobile_web
1441731922,44236,web
1441747416,51657,ios
1441687391,28637,ios
1441706053,20291,api
1441726693,55733,ios
1441749928,42226,web
1441686426,55607,android
1441755838,23896,api
1441715501,28424,mobile_web
1441715799,41096,android
1441770715,24652,web
1441755930,53008,web
1441684804,43995,ios
1441687421,43113,ios
1441756964,56684,android
1441696987,15015,web
1441720667,46066,ios
1441707221,52128,web
1441715570,44053,ios
1441770021,44375,api
1441734361,54476,web
1441687839,28395,ios
1441711124,35793,web
1441685782,23462,ios
1441699583,14966,api
1441715072,50382,ios
1441700742,24215,web
1441689662,38773,ios
1441687427,44802,ios
1441725438,59818,api
1441684864,15990,web
1441685145,17185,android
1441737425,35664,ios
1441706873,16302,android
1441696653,24590,ios
1441723338,23986,api
1441737132,19772,api
1441691445,51326,ios
1441685919,52757,web
1441685244,48394,ios
1441741230,53008,android
1441726730,31897,ios
1441698334,48089,ios
1441737580,41773,web
1441693839,39109,ios
1441732803,14850,api
1441701616,26568,web
1441684849,54319,ios
1441708793,43811,web
1441697153,16623,ios
1441685057,46044,ios
1441740635,32027,mobile_web
1441684800,50282,web
1441723386,33714,web
1441684838,37999,web
1441695045,37853,ios
1441694259,37341,mobile_web
1441704675,36757,api
1441707942,45472,ios
1441685914,19022,android
1441685083,36494,web
1441725840,57483,api
1441761849,30597,web
1441724733,58100,mobile_web
1441731110,46949,web
1441733786,39666,api
1441686789,58568,ios
1441753857,45733,web
1441762970,33262,web
1441722985,57586,ios
1441712984,43474,api
1441720216,44426,web
1441691508,23534,ios
1441688826,39521,android
1441725809,32178,ios
1441722684,53664,android
1441765709,56293,web
1441686575,50791,web
1441686893,32620,ios
1441750041,23894,web
1441739768,41700,web
1441715635,19683,ios
1441684891,33390,mobile_web
1441685586,16690,android
1441761623,27622,web
1441719169,33300,android
1441731714,46614,ios
1441687493,35315,web
1441694655,34548,android
1441685230,34503,ios
1441727221,17587,web
1441685889,46857,ios
1441726313,24651,ios
1441688195,44372,ios
1441690762,35328,ios
1441733123,16784,ios
1441718141,29914,ios
1441728254,34831,api
1441689945,41498,ios
1441704754,43828,ios
1441731481,52658,web
1441724894,25633,ios
1441706608,20199,api
1441768116,36952,web
1441693142,39484,web
1441693177,48501,mobile_web
1441719991,42171,android
1441723191,17118,ios
1441688357,57064,web
1441704961,23041,web
1441705748,21246,ios
1441686171,45605,web
1441705371,32722,ios
1441715508,47923,ios
1441685838,46919,ios
1441693559,17452,ios
1441695933,37848,android
1441695522,58195,api
1441748349,58987,ios
1441692393,35909,web
1441685476,40051,ios
1441685850,57656,api
1441769902,59868,mobile_web
1441769090,24934,android
1441769969,50356,web
1441738712,19317,android
1441697004,49875,api
1441709723,18492,ios
1441720180,14538,ios
1441746429,36045,ios
1441726489,21876,android
1441719889,33717,ios
1441766690,51521,web
1441739265,35242,ios
1441738097,29825,android
1441722848,46980,web
1441694835,56825,api
1441685167,18297,android
1441692586,22302,ios
1441685664,43956,web
1441749297,17577,api
1441687492,41375,ios
1441693509,20739,web
1441692786,58747,api
1441730337,29917,ios
1441748343,41239,web
1441754301,48020,ios
1441716481,19835,ios
1441713239,33454,ios
1441731599,55527,api
1441706816,44682,ios
1441749658,54845,mobile_web
1441685303,46048,api
1441685789,26059,web
1441706992,27307,ios
1441752434,41073,web
1441684831,36088,web
1441750797,35956,ios
1441711813,49067,api
1441761229,22928,web
1441701289,55079,mobile_web
1441703827,31307,ios
1441750508,22011,web
1441722045,41036,ios
1441690204,22055,web
1441733489,17795,web
1441685851,17102,ios
1441770970,48052,api
1441694880,28041,web
1441685860,49710,api
1441684904,14512,android
1441694486,14889,web
1441740318,50220,ios
1441685531,30870,ios
1441725357,25547,api
1441752587,47015,web
1441704552,51351,web
1441691401,48788,web
1441689288,25239,ios
1441700637,38341,ios
1441689549,37437,api
1441727339,51761,mobile_web
1441685247,55719,android
1441746508,28557,web
1441689615,37049,ios
1441717436,46111,ios
1441699303,18323,web
1441715147,14859,ios
1441719265,57424,ios
1441760231,52538,web
1441748208,40932,ios
1441759688,31265,web
1441693828,44106,web
1441686996,50196,android
1441698357,45339,ios
1441684846,46152,ios
1441684933,53412,web
1441770177,29534,api
1441705391,28687,android
1441699331,27025,ios
1441688841,23958,api
1441703237,52525,web
1441698666,36342,ios
1441728448,15144,android
1441736812,29569,android
1441685880,48129,ios
1441767052,22867,ios
1441689569,31735,ios
1441708813,42781,web
1441688647,47982,android
1441733588,25095,web
1441749509,27633,ios
1441748637,46373,api
1441685128,36815,android
1441694302,54719,android
1441701091,26065,web
1441719280,45726,api
1441728565,14623,web
1441685918,53158,android
1441684823,57209,web
1441710887,47984,ios
1441708286,27869,api
1441684932,49530,android
1441693505,59413,web
1441732928,56651,ios
1441718864,20278,web
1441737603,32842,mobile_web
1441735672,54713,api
1441734999,18720,ios
1441716864,53549,api
1441740607,58250,ios
1441750007,43150,web
1441715238,15210,api
1441751409,50482,ios
1441701458,54774,api
1441722432,54220,api
1441701256,34284,ios
1441689449,17672,api
1441688858,58282,android
1441685391,22888,ios
1441770403,53132,web
1441685323,25990,ios
1441723673,18783,android
1441724034,25382,mobile_web
1441721602,56980,web
1441717239,48878,mobile_web
1441722705,27094,web
1441710316,15448,web
1441701503,36100,ios
1441718273,36170,web
1441698715,25034,web
1441698857,18689,web
1441718822,39210,ios
1441726949,43513,web
1441735983,25886,web
1441686828,31105,ios
1441687142,19958,web
1441712997,14692,windows
1441748660,50942,web
1441689088,49452,web
1441693634,15440,ios
1441688486,40480,web
1441751253,46762,ios
1441684932,20941,ios
1441736742,59110,api
1441694264,45182,web
1441687791,29798,web
1441685827,34451,ios
1441740835,26667,ios
1441716899,20250,api
1441695784,23882,api
1441720446,52356,ios
1441740550,50127,web
1441712479,50376,android
1441761820,24959,web
1441710453,56166,web
1441710493,36236,api
1441689836,26495,web
1441741677,41983,ios
1441685891,59587,ios
1441685148,29932,web
1441701941,56509,ios
1441718328,43080,api
1441693156,54986,ios
1441741678,32474,web
1441733442,41903,api
1441686254,44869,web
1441685646,16735,ios
1441684991,21657,web
1441760606,16532,api
1441730965,22760,api
1441738810,48195,ios
1441686989,50182,android
1441690664,39217,ios
1441761591,57827,web
1441729589,21827,ios
1441702389,58090,api
1441692531,25274,web
1441695499,55508,web
1441719844,29421,ios
1441685192,48595,ios
1441742798,28259,ios
1441718652,48591,web
1441713605,39568,web
1441722201,59023,ios
1441686065,34181,api
1441716161,47775,ios
1441715734,33103,api
1441690364,58395,web
1441751340,56454,android
1441684811,18901,ios
1441729719,23225,web
1441741150,19768,mobile_web
1441761198,25563,api
1441691329,59009,ios
1441729342,44969,ios
1441708030,27797,web
1441705507,36915,android
1441749666,30770,mobile_web
1441685520,43302,web
1441723157,39796,ios
1441715198,15430,api
1441740626,26519,android
1441725210,59774,web
1441689160,25204,ios
1441741023,37063,api
1441748473,36835,web
1441693542,34146,mobile_web
1441732923,36699,ios
1441690477,41764,web
1441738286,40316,ios
1441698034,23364,android
1441745171,32720,ios
1441690771,43682,web
1441725698,31148,android
1441698227,34342,api
1441723049,31207,ios
1441714065,27046,api
1441685314,36404,ios
1441686356,19968,android
1441684850,20663,ios
1441688905,18223,android
1441691712,47875,ios
1441704079,18116,web
1441686410,24677,web
1441685286,36303,ios
1441762226,34962,ios
1441696738,23037,web
1441691410,27947,ios
1441711409,26561,ios
1441716119,44154,ios
1441691553,20360,ios
1441748496,56397,android
1441685302,50436,mobile_web
1441731398,28162,web
1441692826,27067,ios
1441685155,15721,web
1441708068,59187,web
1441709121,15095,android
1441717027,21121,ios
1441685187,54343,web
1441721508,23012,ios
1441702674,55312,web
1441722091,36958,ios
1441713131,20657,api
1441685474,55309,android
1441730401,22289,api
1441735106,48551,ios
1441700737,14929,web
1441765787,32940,api
1441685335,16146,android
1441730586,32054,ios
1441693976,56105,android
1441765187,32752,api
1441734818,35943,android
1441734169,52250,web
1441706984,44650,ios
1441695231,22481,web
1441696757,48023,ios
1441684808,19875,ios
1441732838,18939,web
1441733764,18075,ios
1441716857,42677,ios
1441685285,54184,ios
1441690652,55717,ios
1441748656,22656,ios
1441752539,22130,android
1441722325,29426,web
1441714805,31660,ios
1441770371,30050,ios
1441730282,22064,web
1441686071,30800,web
1441723373,29321,ios
1441684801,20404,ios
1441689128,44621,ios
1441695812,35315,api
1441697135,23659,ios
1441685372,22687,web
1441721589,14896,api
1441688340,44651,web
1441694834,43114,ios
1441703116,15207,ios
1441694423,20846,web
1441704469,48386,ios
1441696011,57666,ios
1441715279,30047,web
1441714864,14214,ios
1441705174,53562,web
1441696769,48138,web
1441717084,16128,web
1441743499,20825,ios
1441719207,30299,web
1441724964,36948,ios
1441730995,31760,api
1441685074,39123,ios
1441767341,19863,web
1441719384,33952,ios
1441726504,15386,android
1441689674,18849,ios
1441729697,46173,api
1441732842,39936,ios
1441700612,42668,web
1441725984,55172,web
1441688283,19125,web
1441688335,45853,ios
1441718547,41078,mobile_web
1441720934,47257,ios
1441703024,45729,web
1441687157,36038,web
1441684942,59218,web
1441695184,50237,android
1441720508,40630,mobile_web
1441685724,50815,web
1441689359,36122,ios
1441728914,51311,web
1441730395,22099,ios
1441705733,16540,web
1441740327,58269,api
1441685963,34274,windows
1441684814,28933,mobile_web
1441687629,43879,ios
1441714478,32502,web
1441697404,42020,ios
1441725356,42753,ios
1441728207,34300,ios
1441742997,52249,ios
1441689259,59201,ios
1441685501,18158,ios
1441770893,50489,ios
1441757695,48410,web
1441717253,54527,ios
1441750262,37112,ios
1441727201,38849,api
1441761026,32332,ios
1441685238,41842,ios
1441754047,21427,api
1441713982,29878,api
1441717669,38318,web
1441690006,15397,ios
1441689481,37036,web
1441692977,23137,web
1441720042,48340,ios
1441689939,35643,android
1441689556,24222,android
1441689712,20706,android
1441701901,52611,web
1441698724,22945,web
1441684852,40841,ios
1441751526,37633,mobile_web
1441698640,40324,android
1441769785,44881,api
1441720365,39741,android
1441734779,30019,web
1441732806,29834,web
1441687896,42369,android
1441743866,39221,web
1441685085,36569,ios
1441724075,59573,ios
1441695057,33200,android
1441746117,24280,ios
1441731293,43132,web
1441755391,53145,web
1441706694,28628,api
1441727993,53105,ios
1441738181,36871,android
1441689248,25861,ios
1441769071,35528,web
1441729795,23287,web
1441767043,26587,ios
1441713227,42426,ios
1441692359,53210,web
1441755493,27111,api
1441707271,58049,ios
1441696427,20882,ios
1441685040,25151,ios
1441692100,46153,ios
1441752142,57240,web
1441766055,20351,ios
1441768252,22320,web
1441689842,35805,api
1441693411,22945,ios
1441766930,18393,ios
1441747894,23048,web
1441694090,32179,ios
1441695666,40666,web
1441687585,27160,web
1441709237,44473,ios
1441716549,59007,web
1441734644,35794,api
1441720452,48133,web
1441740430,27768,web
1441751554,46263,android
1441688382,30725,web
1441722546,43462,ios
1441694609,46551,android
1441685577,24972,web
1441684821,29066,web
1441688300,40297,ios
1441685584,24541,windows
1441714546,19473,ios
1441749829,27232,android
1441686660,37634,web
1441722013,15547,ios
1441698951,39520,web
1441685772,57301,android
1441730539,53398,web
1441731140,33178,android
1441738097,38843,ios
1441712630,54381,web
1441685399,27625,ios
1441686596,37949,ios
1441750258,50955,mobile_web
1441761003,19084,web
1441685075,30351,android
1441738191,57254,web
1441692265,58295,api
1441757199,22866,web
1441742509,43454,web
1441695287,14531,ios
1441751238,34889,web
1441713441,23097,android
1441732553,58099,android
1441723219,39532,mobile_web
1441708582,16120,android
1441731804,29829,android
1441695834,49410,web
1441692438,39089,android
1441725536,42730,web
1441692645,36267,android
1441716501,15788,ios
1441731353,25445,web
1441729416,52338,ios
1441738275,18020,ios
1441739017,55086,web
1441707146,36316,ios
1441688082,50246,ios
1441756952,56909,ios
1441767121,47410,web
1441752137,55691,web
1441687622,43905,web
1441714081,58835,ios
1441685126,18463,ios
1441692359,29613,ios
1441720010,37874,ios
1441729074,42633,web
1441753547,22986,ios
1441705848,21973,web
1441771028,44184,web
1441754304,25690,ios
1441738259,21391,api
1441714917,50612,android
1441687238,32396,ios
1441724181,41715,mobile_web
1441692404,49016,web
1441742399,57390,android
1441685398,56431,android
1441685704,29655,ios
1441733148,56723,web
1441754069,27004,mobile_web
1441690246,49054,ios
1441752178,19205,web
1441720187,19876,api
1441693097,41994,ios
1441756124,35714,web
1441737327,58594,ios
1441716859,15783,api
1441689961,25296,android
1441699512,28504,api
1441750012,49798,web
1441687368,50291,ios
1441708393,18660,web
1441725289,52263,web
1441685758,23325,windows
1441705634,45871,ios
1441709031,20360,web
1441770532,31730,ios
1441701012,33063,api
1441693142,33078,ios
1441689260,56655,android
1441703904,58750,api
1441745909,53568,web
1441712657,27545,ios
1441705099,35805,api
1441747108,29687,web
1441721573,53126,ios
1441750117,31101,web
1441752549,33287,web
1441726063,26528,ios
1441757257,49544,web
1441769506,29398,ios
1441687243,44919,api
1441728598,47451,web
1441743305,39281,api
1441746335,31507,api
1441735024,21939,ios
1441730096,28216,web
1441724704,51443,ios
1441689012,47475,ios
1441739728,58663,mobile_web
1441739775,27660,android
1441759940,59443,web
1441698953,42667,android
1441698699,26067,web
1441709678,32135,web
1441756853,41611,ios
1441690430,40209,web
1441691453,39123,android
1441715932,35166,ios
1441685361,18247,ios
1441714123,58560,web
1441727052,22331,web
1441742878,46763,ios
1441688897,28227,web
1441685261,26055,ios
1441693977,32667,web
1441731880,14222,web
1441698592,46980,web
1441716992,22359,web
1441699810,19657,mobile_web
1441717152,41429,ios
1441747710,47194,android
1441762856,21822,android
1441754439,27721,web
1441694650,53020,android
1441764753,31002,web
1441688067,30071,ios
1441738558,16695,web
1441770750,48959,ios
1441726981,45717,android
1441699498,23995,web
1441728481,27608,ios
1441725674,49543,android
1441716233,21228,ios
1441688053,50732,api
1441684877,52103,ios
1441692596,29867,web
1441708851,28237,mobile_web
1441743316,24049,api
1441705331,35717,ios
1441685919,27375,web
1441702215,32009,web
1441684831,38972,web
1441733076,34896,web
1441703535,54168,ios
1441736067,23674,ios
1441714271,52651,ios
1441738773,47321,ios
1441698115,27543,web
1441685036,23851,web
1441694615,17158,android
1441687200,50646,ios
1441690199,45184,web
1441762246,52831,ios
1441690531,34079,web
1441692073,14515,ios
1441726127,19605,web
1441685766,49519,android
1441720972,32593,api
1441757552,41189,web
1441726966,31760,api
1441727040,36585,android
1441740390,40951,web
1441742828,51096,web
1441685136,35657,ios
1441685151,47361,ios
1441694584,55733,web
1441718263,22591,web
1441710897,45520,ios
1441743224,44160,web
1441750659,56045,web
1441710939,52906,android
1441685582,16995,ios
1441732642,21078,web
1441763811,55513,ios
1441770983,59061,ios
1441706902,22110,android
1441748743,38890,ios
1441763428,26263,ios
1441688267,47934,web
1441685356,32157,ios
1441727997,50459,web
1441726231,52294,ios
1441769206,17777,web
1441728992,55536,ios
1441693942,53001,web
1441710467,37551,android
1441693187,55350,ios
1441688322,19638,web
1441699910,51332,web
1441686334,36785,android
1441685879,31079,api
1441711668,25079,ios
1441765485,52228,windows
1441694735,25845,api
1441724819,16670,web
1441744435,32524,android
1441688774,54639,ios
1441737833,35494,api
1441706580,29092,android
1441725370,44871,android
1441699166,31946,ios
1441735752,54232,ios
1441688481,42234,android
1441691915,23383,web
1441738836,23547,web
1441685066,37883,web
1441687677,40988,ios
1441756606,26069,web
1441740043,35476,ios
1441688728,37066,ios
1441757772,26692,ios
1441686404,51442,web
1441688178,30877,ios
1441763601,33124,ios
1441739217,33580,android
1441685507,30368,android
1441743295,33748,web
1441731875,36636,ios
1441696068,21592,ios
1441685847,20986,android
1441722772,54818,ios
1441685105,45043,ios
1441764354,30418,api
1441708948,41705,ios
1441750317,38638,web
1441725077,26352,ios
1441686447,50164,web
1441688237,17140,android
1441730084,19837,mobile_web
1441702016,18367,api
1441748050,40500,android
1441685240,15569,ios
1441685519,14544,web
1441751432,52793,android
1441722881,56675,ios
1441702574,56751,ios
1441686845,45432,api
1441689552,44273,api
1441692885,41056,android
1441733456,45639,web
1441755959,35052,ios
1441685618,14338,ios
1441693684,39105,web
1441729952,41891,ios
1441731258,33659,api
1441754041,14975,ios
1441693327,52537,web
1441692806,18932,ios
1441743822,20225,web
1441754860,48717,android
1441687973,33510,mobile_web
1441688148,24587,ios
1441764740,41692,api
1441756742,54812,web
1441686576,54566,ios
1441699111,16070,ios
1441696629,21999,api
1441732609,20131,web
1441722237,35649,web
1441715264,55123,web
1441716554,40181,ios
1441738687,43190,ios
1441717753,49236,web
1441684824,38335,ios
1441762458,29731,web
1441685298,29164,web
1441714061,52768,android
1441766526,43155,api
1441698056,27654,web
1441723557,44939,web
1441733362,40180,web
1441757704,21398,ios
1441688152,17637,web
1441728412,35287,api
1441687628,45178,android
1441690295,23140,web
1441685529,33111,android
1441769689,27065,android
1441688366,37837,web
1441686328,42437,android
1441717278,52523,android
1441732063,15980,android
1441686506,52990,ios
1441724048,41301,web
1441703787,50352,ios
1441685377,59150,windows
1441728281,56354,ios
1441729966,55001,web
1441686265,53960,web
1441687826,25691,api
1441759421,52943,ios
1441722357,20137,web
1441722825,54582,web
1441689519,42152,web
1441717807,20400,web
1441698181,25046,api
1441693726,58125,ios
1441689004,14856,api
1441708621,22874,api
1441767582,31926,ios
1441760071,46685,web
1441690377,38041,ios
